dataset,seed,n_samples,name,mu_star,mu_star_conf
2012,100,16,Gateway node_82b08884-789a-4591-b45f-a54cea23f8c7,17043.24027118362,14196.487362021948
2012,100,16,Gateway node_2f330ce0-6990-42f1-b30e-f96b9a29e270,1762.3304542689584,869.5769342626049
2012,100,16,Gateway node_14da7cbf-3735-43f4-a561-000f4138da16,1687.0547217545993,820.8190072627872
2012,100,16,Gateway node_9185e692-a09b-4d0e-8d11-e7b69e2eed76,1555.0739183741202,697.5294937838307
2012,100,16,Gateway node_1b13166f-f4de-4671-85b0-1277d683d9fb,1394.339797542187,559.8756888942481
2012,100,16,Gateway node_cb4b11ff-5691-45c3-9def-17f63ecb2894,1313.8219462390448,841.9667039487658
2012,100,16,Gateway node_5a553e1d-75e0-4546-9979-61c794c969b0,1266.3695113150793,612.1410735152375
2012,100,16,Gateway node_fefc545f-1368-4a35-89ce-4354bbc75f9c,1134.5931660640806,1023.3644508437922
2012,100,16,Gateway node_57353449-1b9e-48c5-8b31-8cb11ae69819,1053.8796605550697,773.6945907793723
2012,100,16,Gateway node_0dd10dd1-8621-4916-97e5-07a780539a50,1022.649301963553,657.1937997318798
2012,100,32,Gateway node_82b08884-789a-4591-b45f-a54cea23f8c7,14076.07792860437,8351.083651086317
2012,100,32,Gateway node_1b13166f-f4de-4671-85b0-1277d683d9fb,2247.0221537012917,1125.3192787630423
2012,100,32,Gateway node_fefc545f-1368-4a35-89ce-4354bbc75f9c,1717.2630518959188,656.7667814007183
2012,100,32,Gateway node_2f330ce0-6990-42f1-b30e-f96b9a29e270,1641.4245610140554,415.4278551588791
2012,100,32,Gateway node_cb4b11ff-5691-45c3-9def-17f63ecb2894,1407.5242430911992,991.8189241041705
2012,100,32,Gateway node_14da7cbf-3735-43f4-a561-000f4138da16,1365.457453267921,472.3811176916671
2012,100,32,Gateway node_0dd10dd1-8621-4916-97e5-07a780539a50,1121.5865392237151,672.2106803542779
2012,100,32,Gateway node_9185e692-a09b-4d0e-8d11-e7b69e2eed76,1011.5937695910895,361.4957683906865
2012,100,32,Gateway node_5a553e1d-75e0-4546-9979-61c794c969b0,957.130152540278,305.7613244858121
2012,100,32,Gateway node_ca6ec09d-7de3-4b35-b616-c4dbc63baf1a,940.983097491043,486.1302016769647
2012,100,64,Gateway node_82b08884-789a-4591-b45f-a54cea23f8c7,17738.64631734568,6740.743295194277
2012,100,64,Gateway node_1b13166f-f4de-4671-85b0-1277d683d9fb,3418.5048036240387,1049.3891621020653
2012,100,64,Gateway node_cb4b11ff-5691-45c3-9def-17f63ecb2894,1753.9035791945744,542.8193833309303
2012,100,64,Gateway node_0dd10dd1-8621-4916-97e5-07a780539a50,1609.6800798981187,564.0334327007602
2012,100,64,Gateway node_5a553e1d-75e0-4546-9979-61c794c969b0,1496.750833021973,401.8765676145284
2012,100,64,Gateway node_9185e692-a09b-4d0e-8d11-e7b69e2eed76,1489.381529262808,377.0013619468681
2012,100,64,Gateway node_14da7cbf-3735-43f4-a561-000f4138da16,1466.3187081312362,366.5792896954274
2012,100,64,Gateway node_2f330ce0-6990-42f1-b30e-f96b9a29e270,1464.1893231890854,463.194192185211
2012,100,64,Gateway node_fefc545f-1368-4a35-89ce-4354bbc75f9c,1440.9387059119313,369.6879225035301
2012,100,64,Gateway node_ca6ec09d-7de3-4b35-b616-c4dbc63baf1a,849.5505286873874,214.5099287918444
2012,200,16,Gateway node_82b08884-789a-4591-b45f-a54cea23f8c7,21675.973471815254,17055.911733790497
2012,200,16,Gateway node_1b13166f-f4de-4671-85b0-1277d683d9fb,6170.916351813688,3057.0823672134566
2012,200,16,Gateway node_cb4b11ff-5691-45c3-9def-17f63ecb2894,2399.1580880625197,1376.8112063956492
2012,200,16,Gateway node_14da7cbf-3735-43f4-a561-000f4138da16,1931.4379926784284,678.7447289421748
2012,200,16,Gateway node_5a553e1d-75e0-4546-9979-61c794c969b0,1653.3715034266868,798.500146580335
2012,200,16,Gateway node_9185e692-a09b-4d0e-8d11-e7b69e2eed76,1592.1643423931027,1149.9254426159214
2012,200,16,Gateway node_2f330ce0-6990-42f1-b30e-f96b9a29e270,1448.515209945086,691.720355830797
2012,200,16,Gateway node_0dd10dd1-8621-4916-97e5-07a780539a50,1175.7817628609164,782.4245905818107
2012,200,16,Gateway node_57353449-1b9e-48c5-8b31-8cb11ae69819,948.683943213318,610.6983480139713
2012,200,16,Gateway node_fefc545f-1368-4a35-89ce-4354bbc75f9c,936.0991553485272,534.4318938192861
2012,200,32,Gateway node_82b08884-789a-4591-b45f-a54cea23f8c7,16931.360073265565,10164.80479964746
2012,200,32,Gateway node_1b13166f-f4de-4671-85b0-1277d683d9fb,4882.403358417215,2027.6008103293411
2012,200,32,Gateway node_cb4b11ff-5691-45c3-9def-17f63ecb2894,1755.5382642085472,833.9997203459347
2012,200,32,Gateway node_9185e692-a09b-4d0e-8d11-e7b69e2eed76,1607.5304657665877,693.8559010284662
2012,200,32,Gateway node_14da7cbf-3735-43f4-a561-000f4138da16,1604.0454969458513,663.0381310330058
2012,200,32,Gateway node_5a553e1d-75e0-4546-9979-61c794c969b0,1578.523411311446,464.01820285329245
2012,200,32,Gateway node_2f330ce0-6990-42f1-b30e-f96b9a29e270,1520.3757266339082,606.091841490818
2012,200,32,Gateway node_0dd10dd1-8621-4916-97e5-07a780539a50,1062.718549830398,502.8237795228572
2012,200,32,Gateway node_fefc545f-1368-4a35-89ce-4354bbc75f9c,941.2741626449302,352.23302554730583
2012,200,32,Gateway node_ca6ec09d-7de3-4b35-b616-c4dbc63baf1a,675.026166129334,273.8606258462561
2012,200,64,Gateway node_82b08884-789a-4591-b45f-a54cea23f8c7,14907.280176040395,6930.571063527755
2012,200,64,Gateway node_1b13166f-f4de-4671-85b0-1277d683d9fb,4642.09093995784,1343.5791533123938
2012,200,64,Gateway node_14da7cbf-3735-43f4-a561-000f4138da16,1962.1926689677198,472.35759081210756
2012,200,64,Gateway node_5a553e1d-75e0-4546-9979-61c794c969b0,1691.6650970066955,426.0177295570745
2012,200,64,Gateway node_9185e692-a09b-4d0e-8d11-e7b69e2eed76,1618.725788861774,471.9933951029264
2012,200,64,Gateway node_cb4b11ff-5691-45c3-9def-17f63ecb2894,1279.46629835516,451.22277414951907
2012,200,64,Gateway node_2f330ce0-6990-42f1-b30e-f96b9a29e270,1276.7728340760268,388.1519967307855
2012,200,64,Gateway node_fefc545f-1368-4a35-89ce-4354bbc75f9c,1214.5966086406459,325.4667495364256
2012,200,64,Gateway node_0dd10dd1-8621-4916-97e5-07a780539a50,1206.3648245318727,427.32908765740524
2012,200,64,Gateway node_57353449-1b9e-48c5-8b31-8cb11ae69819,708.6936502168523,287.1353657003024
2012,300,16,Gateway node_82b08884-789a-4591-b45f-a54cea23f8c7,14043.391349401272,12067.344373967888
2012,300,16,Gateway node_14da7cbf-3735-43f4-a561-000f4138da16,2500.270208155768,1099.4832549143716
2012,300,16,Gateway node_1b13166f-f4de-4671-85b0-1277d683d9fb,2384.70909837642,1198.4745521582888
2012,300,16,Gateway node_cb4b11ff-5691-45c3-9def-17f63ecb2894,2165.306261128685,2515.0056559210125
2012,300,16,Gateway node_fefc545f-1368-4a35-89ce-4354bbc75f9c,2113.879214601627,1039.581243478862
2012,300,16,Gateway node_2f330ce0-6990-42f1-b30e-f96b9a29e270,1577.633440965917,833.9861069575495
2012,300,16,Gateway node_5a553e1d-75e0-4546-9979-61c794c969b0,1523.999895692821,924.6795721807364
2012,300,16,Gateway node_9185e692-a09b-4d0e-8d11-e7b69e2eed76,1494.2241341289864,619.5650175372461
2012,300,16,Gateway node_ca6ec09d-7de3-4b35-b616-c4dbc63baf1a,1178.2614652942502,985.0366944275515
2012,300,16,Gateway node_0dd10dd1-8621-4916-97e5-07a780539a50,1066.3684246770881,510.3937297646312
2012,300,32,Gateway node_82b08884-789a-4591-b45f-a54cea23f8c7,19667.72502250507,9986.309995783451
