case_id,activity,enable_time,start_time,end_time,resource
0,Queued,2013-01-01 00:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:22:35.435817+00:00,-
1,Accepted,2013-01-01 00:01:55.226830+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Aaron
2,Accepted,2013-01-01 00:07:36.275778+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:08:46.437805+00:00,Abby
3,Queued,2013-01-01 00:13:57.324020+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 10:30:17.000000+00:00,Abdelkader
4,Queued,2013-01-01 00:17:04.688152+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Abdul
5,Accepted,2013-01-01 00:17:04.700977+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:01.172563+00:00,Abhinav
6,Accepted,2013-01-01 00:17:17.145642+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:02:16.396792+00:00,Abhiseka
7,Accepted,2013-01-01 00:17:24.374763+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-02 11:02:05.209817+00:00,Abhishek
8,Queued,2013-01-01 00:17:42.565357+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:19:45.000000+00:00,Achuthanandan
9,Accepted,2013-01-01 00:21:00.204871+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.654003+00:00,Adam
10,Queued,2013-01-01 00:23:48.432201+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-24 10:13:35.965818+00:00,Adeline
11,Accepted,2013-01-01 00:31:16.042645+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Adenilson
12,Queued,2013-01-01 00:31:34.074481+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Ademilson
13,Queued,2013-01-01 00:32:25.095390+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:11:34.000000+00:00,Aditi
