case_id,activity,enable_time,start_time,end_time,resource
0,Accepted,2013-01-01 00:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:58:09.695799+00:00,-
1,Queued,2013-01-01 00:10:32.666662+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Aaron
2,Accepted,2013-01-01 00:11:01.194434+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:31:40.052964+00:00,Abby
3,Accepted,2013-01-01 00:11:01.197020+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:05.731325+00:00,Abdul
4,Accepted,2013-01-01 00:11:43.490537+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:02:31.935497+00:00,Abhinav
5,Queued,2013-01-01 00:11:55.130287+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 10:30:17.000000+00:00,Abdelkader
6,Accepted,2013-01-01 00:19:35.934045+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:51.358669+00:00,Abhiseka
7,Queued,2013-01-01 00:19:37.215668+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Abhishek
8,Accepted,2013-01-01 00:23:26.385327+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:49:39.202430+00:00,Achuthanandan
9,Accepted,2013-01-01 00:27:04.963524+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:08:53.880937+00:00,Adam
10,Queued,2013-01-01 00:27:39.347842+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-14 13:50:05.277843+00:00,Adeline
11,Queued,2013-01-01 00:28:04.314262+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Ademilson
12,Accepted,2013-01-01 00:28:04.315180+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Adenilson
13,Queued,2013-01-01 00:28:04.726561+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:11:34.000000+00:00,Aditi
14,Queued,2013-01-01 00:31:59.870631+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:21.858821+00:00,Agata
15,Accepted,2013-01-01 00:37:02.938671+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:05:33.851964+00:00,Adriano
16,Accepted,2013-01-01 00:37:06.402341+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:55.715572+00:00,Adrien
17,Accepted,2013-01-01 00:37:06.446705+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:11.208530+00:00,Agneta
18,Queued,2013-01-01 00:37:11.031034+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:27:23.173450+00:00,Agnieszka
19,Queued,2013-01-01 00:37:11.300153+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:30.866772+00:00,Akanksha
20,Queued,2013-01-01 00:37:21.497149+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:14.000000+00:00,Ala
21,Accepted,2013-01-01 00:37:21.497170+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:11:17.210880+00:00,Agnivesh
22,Accepted,2013-01-01 00:37:22.321110+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:01.402489+00:00,Agoritsa
23,Queued,2013-01-01 00:37:23.370111+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:41:03.063979+00:00,Alan
24,Queued,2013-01-01 00:37:24.766264+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Alejandro
25,Queued,2013-01-01 00:37:24.766376+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:18:10.809474+00:00,Aleksandra
