case_id,activity,enable_time,start_time,end_time,resource
0,Queued,2013-01-01 00:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 13:38:31.205131+00:00,-
1,Accepted,2013-01-01 02:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:04.227691+00:00,Aaron
2,Queued,2013-01-01 04:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:01.830070+00:00,Abby
3,Queued,2013-01-01 06:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 10:30:17.000000+00:00,Abdelkader
4,Queued,2013-01-01 06:01:11.725045+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Abdul
5,Accepted,2013-01-01 06:02:13.118095+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Abhinav
6,Queued,2013-01-01 06:03:28.471367+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:26.182027+00:00,Abhiseka
7,Accepted,2013-01-01 06:04:52.026595+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:34:07.655139+00:00,Abhishek
8,Queued,2013-01-01 06:08:26.622749+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:19:45.000000+00:00,Achuthanandan
9,Queued,2013-01-01 06:13:01.592483+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:02:30.665990+00:00,Adam
10,Queued,2013-01-01 06:14:15.330406+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-08 15:42:20.434189+00:00,Adeline
11,Queued,2013-01-01 06:15:33.824007+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Ademilson
12,Accepted,2013-01-01 06:15:54.012263+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Adenilson
13,Queued,2013-01-01 06:16:09.037775+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:11:34.000000+00:00,Aditi
14,Accepted,2013-01-01 06:18:00.825717+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:01.626198+00:00,Adriano
15,Queued,2013-01-01 06:20:52.310338+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:02:34.229714+00:00,Agata
16,Queued,2013-01-01 06:21:43.460728+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:01.924797+00:00,Agnieszka
17,Queued,2013-01-01 06:21:43.507283+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:40.500097+00:00,Akanksha
18,Queued,2013-01-01 06:22:51.304517+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:14.000000+00:00,Ala
19,Accepted,2013-01-01 06:22:57.204376+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:57.130253+00:00,Adrien
20,Accepted,2013-01-01 06:28:43.779805+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:38.357273+00:00,Agneta
21,Queued,2013-01-01 06:31:48.381324+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:35:43.249249+00:00,Alan
22,Accepted,2013-01-01 06:36:02.907805+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:02:01.671902+00:00,Agnivesh
23,Queued,2013-01-01 06:47:10.515908+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Alejandro
24,Accepted,2013-01-01 06:47:28.196947+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:15.490625+00:00,Agoritsa
25,Accepted,2013-01-01 06:48:49.860142+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:29.527997+00:00,Agron
26,Accepted,2013-01-01 07:11:59.259867+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:36:53.011696+00:00,Ajay
27,Queued,2013-01-01 07:13:26.723953+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:07:03.144324+00:00,Aleksandra
28,Accepted,2013-01-01 07:17:20.507597+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 10:54:28.675536+00:00,Ajitkumar
29,Accepted,2013-01-01 07:19:57.835300+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Akiko
30,Queued,2013-01-01 07:24:37.281473+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Alessandro
31,Accepted,2013-01-01 07:25:50.551558+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:03:43.409289+00:00,Akim
32,Queued,2013-01-01 07:27:27.371327+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:02:57.242890+00:00,Alex
33,Accepted,2013-01-01 07:28:05.586897+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000001+00:00,Akshata
34,Queued,2013-01-01 07:29:02.215901+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:03:26.151383+00:00,Alexander
35,Queued,2013-01-01 07:30:01.023588+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.164521+00:00,Alexandre
36,Accepted,2013-01-01 07:30:01.196709+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000001+00:00,Alain
37,Queued,2013-01-01 07:30:54.575479+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:12:04.965873+00:00,Alexsandra
38,Queued,2013-01-01 07:31:12.552392+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:02:12.908114+00:00,Aline
39,Accepted,2013-01-01 07:37:55.030432+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:04:29.000000+00:00,Alf
40,Accepted,2013-01-01 07:42:33.489913+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 13:47:31.485537+00:00,Allak
