case_id,activity,enable_time,start_time,end_time,resource
0,Accepted,2013-01-01 00:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 10:14:17.062721+00:00,-
1,Queued,2013-01-01 00:00:01.986847+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Aaron
2,Accepted,2013-01-01 00:04:09.425546+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Abby
3,Queued,2013-01-01 00:04:11.645040+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 10:30:17.000000+00:00,Abdelkader
4,Accepted,2013-01-01 00:05:44.042787+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.001819+00:00,Abdul
5,Queued,2013-01-01 00:05:57.874302+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:30:28.923251+00:00,Abhinav
6,Accepted,2013-01-01 00:06:15.265918+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:35.500972+00:00,Abhiseka
7,Accepted,2013-01-01 00:17:29.495951+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-02 12:27:42.753049+00:00,Abhishek
8,Accepted,2013-01-01 00:18:15.699279+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:02:42.099639+00:00,Achuthanandan
9,Accepted,2013-01-01 00:18:33.633148+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:05.617647+00:00,Adam
10,Accepted,2013-01-01 00:19:09.446152+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:14:28.794068+00:00,Adeline
11,Accepted,2013-01-01 00:22:25.537431+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Adenilson
12,Accepted,2013-01-01 00:22:26.361538+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 12:18:18.750714+00:00,Aditi
13,Accepted,2013-01-01 00:23:22.415629+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:06:17.452498+00:00,Adriano
14,Accepted,2013-01-01 00:34:56.912306+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:21.444388+00:00,Adrien
15,Queued,2013-01-01 00:41:25.569513+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Ademilson
16,Accepted,2013-01-01 00:41:26.197165+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:09:49.388422+00:00,Agata
17,Queued,2013-01-01 00:41:26.826747+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:15.359522+00:00,Agnieszka
18,Queued,2013-01-01 00:41:52.443558+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:58.923134+00:00,Akanksha
19,Accepted,2013-01-01 00:45:36.253205+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:10.057610+00:00,Agneta
20,Accepted,2013-01-01 00:45:53.295915+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:09:49.513175+00:00,Agnivesh
21,Accepted,2013-01-01 02:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:04.962863+00:00,Agoritsa
22,Queued,2013-01-01 02:13:26.021706+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:14.000000+00:00,Ala
23,Queued,2013-01-01 02:25:59.940275+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-02 11:05:15.513462+00:00,Alan
24,Accepted,2013-01-01 02:26:27.083691+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:34:31.766532+00:00,Agron
25,Accepted,2013-01-01 02:28:58.476465+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:38:30.378333+00:00,Ajay
26,Accepted,2013-01-01 02:29:29.887340+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 11:37:24.327891+00:00,Ajitkumar
27,Accepted,2013-01-01 02:51:51.702873+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Akiko
28,Queued,2013-01-01 02:51:56.458440+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Alejandro
29,Accepted,2013-01-01 02:54:26.145639+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:35:55.822682+00:00,Akim
30,Queued,2013-01-01 02:54:30.798546+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:10:29.553331+00:00,Aleksandra
31,Queued,2013-01-01 02:55:11.307722+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Alessandro
32,Accepted,2013-01-01 04:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000001+00:00,Akshata
33,Queued,2013-01-01 04:04:31.152042+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000007+00:00,Alex
34,Queued,2013-01-01 04:04:35.798878+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:23:06.651947+00:00,Alexander
35,Queued,2013-01-01 04:04:35.914860+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.525031+00:00,Alexandre
36,Accepted,2013-01-01 04:05:51.690503+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000001+00:00,Alain
37,Accepted,2013-01-01 04:06:28.153765+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000067+00:00,Alexsandra
38,Queued,2013-01-01 04:11:18.453539+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:04:20.671428+00:00,Aline
39,Accepted,2013-01-01 04:13:57.576372+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:04:29.000000+00:00,Alf
40,Queued,2013-01-01 04:22:08.576939+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:09.358820+00:00,Allak
41,Accepted,2013-01-01 04:22:17.325695+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:09:19.390456+00:00,Alok
42,Accepted,2013-01-01 04:32:13.780877+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Alvin
43,Accepted,2013-01-01 04:32:14.199988+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:43:23.477204+00:00,Amanda
44,Queued,2013-01-01 04:32:50.062502+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Allana
45,Accepted,2013-01-01 04:34:55.687447+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Amar
46,Queued,2013-01-01 04:34:56.133587+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Amir
47,Accepted,2013-01-01 04:35:15.227750+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000003+00:00,Amer
48,Accepted,2013-01-01 04:36:27.692154+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-03 12:55:26.615141+00:00,Amit
49,Queued,2013-01-01 04:43:00.451508+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 11:07:09.168783+00:00,Amy
50,Accepted,2013-01-01 04:45:37.647889+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000001+00:00,Amyme
51,Accepted,2013-01-01 06:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Ana
52,Accepted,2013-01-01 06:02:18.672880+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Anand
53,Queued,2013-01-01 06:02:59.458613+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Anandgiri
54,Accepted,2013-01-01 06:03:01.740565+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:19.135677+00:00,Ander
55,Accepted,2013-01-01 06:05:37.168725+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Anders
56,Accepted,2013-01-01 06:25:58.858836+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:04:10.843265+00:00,Anderson
57,Accepted,2013-01-01 06:25:58.890186+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:03:39.674723+00:00,Andre
58,Queued,2013-01-01 06:32:08.708294+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:33.769260+00:00,Anastasia
59,Accepted,2013-01-01 06:36:11.725971+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Andreas
