case_id,activity,enable_time,start_time,end_time,resource
0,Accepted,2013-01-01 00:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 12:32:42.800682+00:00,-
1,Queued,2013-01-01 00:16:48.750825+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Aaron
2,Accepted,2013-01-01 00:18:52.481269+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:33.039044+00:00,Abby
3,Queued,2013-01-01 00:19:19.018713+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 10:30:17.000000+00:00,Abdelkader
4,Accepted,2013-01-01 00:19:19.228854+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:01.711271+00:00,Abdul
5,Queued,2013-01-01 00:21:47.934813+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:05:33.397360+00:00,Abhiseka
6,Queued,2013-01-01 00:22:22.272023+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:19:45.000000+00:00,Achuthanandan
7,Queued,2013-01-01 00:22:27.857798+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 17:39:21.246142+00:00,Adeline
8,Accepted,2013-01-01 00:26:02.426107+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.012193+00:00,Abhinav
9,Accepted,2013-01-01 00:30:46.957910+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-02 09:58:45.220159+00:00,Abhishek
10,Queued,2013-01-01 00:30:51.362697+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Ademilson
11,Accepted,2013-01-01 00:44:48.722695+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:27:13.803697+00:00,Adam
12,Accepted,2013-01-01 00:59:30.840968+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Adenilson
13,Accepted,2013-01-01 01:59:59.999999+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:54.695298+00:00,Aditi
14,Accepted,2013-01-01 02:15:18.396829+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:13:10.765812+00:00,Adriano
15,Queued,2013-01-01 02:15:18.837269+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:05:24.884772+00:00,Agata
16,Accepted,2013-01-01 02:16:27.180959+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:17.582778+00:00,Adrien
17,Accepted,2013-01-01 02:23:42.814369+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:02:24.143864+00:00,Agneta
18,Accepted,2013-01-01 02:33:02.032904+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:35.405134+00:00,Agnieszka
19,Queued,2013-01-01 02:48:29.553863+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:51:40.732887+00:00,Alan
20,Accepted,2013-01-01 02:50:49.811226+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:13:56.108494+00:00,Agnivesh
21,Queued,2013-01-01 02:53:41.321254+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Alejandro
22,Accepted,2013-01-01 02:54:03.453782+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:18.859263+00:00,Agoritsa
23,Queued,2013-01-01 02:54:08.123307+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:20:31.100609+00:00,Aleksandra
24,Accepted,2013-01-01 04:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:07:54.756552+00:00,Agron
25,Queued,2013-01-01 04:07:59.884524+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Alessandro
26,Accepted,2013-01-01 04:08:27.159895+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:29:40.014329+00:00,Ajay
27,Accepted,2013-01-01 04:26:49.121651+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 11:07:01.150138+00:00,Ajitkumar
28,Accepted,2013-01-01 04:36:45.313311+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:03:34.662223+00:00,Akanksha
29,Queued,2013-01-01 04:41:26.942118+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000269+00:00,Alex
30,Queued,2013-01-01 04:41:27.039383+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:06:33.818216+00:00,Alexander
31,Accepted,2013-01-01 04:46:43.246896+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Akiko
32,Accepted,2013-01-01 04:47:57.266527+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:21:37.437662+00:00,Akim
33,Queued,2013-01-01 04:48:10.061902+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:02.117273+00:00,Alexandre
34,Accepted,2013-01-01 04:55:17.914688+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000001+00:00,Akshata
35,Queued,2013-01-01 05:59:59.999999+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:10:57.995293+00:00,Alexsandra
36,Accepted,2013-01-01 06:00:22.779803+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:25:40.000000+00:00,Ala
37,Queued,2013-01-01 06:01:42.501831+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:07:08.266808+00:00,Aline
38,Queued,2013-01-01 06:01:44.109074+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Allana
39,Queued,2013-01-01 06:03:08.241472+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-02 10:09:21.709594+00:00,Anand
40,Queued,2013-01-01 06:03:54.858009+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.017334+00:00,Anastasia
41,Accepted,2013-01-01 06:04:01.161217+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000001+00:00,Alain
42,Queued,2013-01-01 06:04:06.617309+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:18:32.274255+00:00,Anders
43,Accepted,2013-01-01 06:08:23.752535+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:04:29.000000+00:00,Alf
44,Accepted,2013-01-01 06:09:19.033054+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 11:02:30.329837+00:00,Allak
45,Accepted,2013-01-01 06:14:07.585961+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:09.625917+00:00,Alok
46,Accepted,2013-01-01 06:37:26.036373+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Alvin
47,Accepted,2013-01-01 06:48:23.845493+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 09:04:40.622086+00:00,Amanda
48,Accepted,2013-01-01 07:04:24.366770+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Amar
49,Accepted,2013-01-01 07:08:11.486454+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:02.373165+00:00,Amer
50,Accepted,2013-01-01 07:08:46.838556+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 12:30:00.000005+00:00,Amir
51,Accepted,2013-01-01 07:14:15.419238+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-03 11:02:28.193160+00:00,Amit
52,Accepted,2013-01-01 07:15:14.917709+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:47:54.993247+00:00,Amy
53,Accepted,2013-01-01 07:15:29.883341+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000001+00:00,Amyme
54,Queued,2013-01-01 07:16:12.880964+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-07 14:00:00.000012+00:00,Anderson
55,Queued,2013-01-01 07:16:14.307019+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Andre
56,Accepted,2013-01-01 07:16:21.641585+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Ana
57,Queued,2013-01-01 07:19:27.841502+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:16:17.529180+00:00,Andreas
58,Accepted,2013-01-01 07:19:29.015519+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:50.903477+00:00,Anandgiri
59,Queued,2013-01-01 07:23:38.887687+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:01:07.706391+00:00,Andrew
60,Queued,2013-01-01 07:23:38.935333+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:52.318684+00:00,Andrey
61,Accepted,2013-01-01 07:26:12.546531+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.015315+00:00,Ander
62,Accepted,2013-01-01 07:28:55.975947+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-02 14:14:41.066213+00:00,Andrzej
63,Queued,2013-01-01 07:29:03.987895+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Andrés
64,Accepted,2013-01-01 07:29:59.368114+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:23:31.000002+00:00,Andy
65,Accepted,2013-01-01 07:33:03.143610+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000378+00:00,Aneesh V
66,Queued,2013-01-01 07:45:06.315778+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:07.908843+00:00,Angelica
67,Queued,2013-01-01 07:50:39.294296+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:02:18.528494+00:00,Anil
68,Accepted,2013-01-01 07:52:20.341176+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 11:29:14.379108+00:00,Anette
1,Queued,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Anja
10,Queued,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:19:52.640057+00:00,Anjali
12,Accepted,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:12:58.191782+00:00,Angela
21,Queued,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,Ann-Louise
25,Accepted,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-04 13:00:06.000008+00:00,Angele
31,Completed,2013-01-01 08:00:00.000000+00:00,2013-01-01 08:00:00.000000+00:00,2013-01-08 16:32:24.000019+00:00,Anatolij
