case_id,activity,enable_time,start_time,end_time,resource
0,W_Completeren aanvraag,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:02:44.771068+00:00,10138
0,W_Beoordelen fraude,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:02:59.650768+00:00,10809
0,W_Completeren aanvraag,2012-01-01 20:02:44.771068+00:00,2012-01-01 20:02:44.771068+00:00,2012-01-01 20:07:50.227418+00:00,10228
0,W_Beoordelen fraude,2012-01-01 20:02:59.650768+00:00,2012-01-01 20:02:59.650768+00:00,2012-01-01 20:03:53.165576+00:00,10809
0,W_Beoordelen fraude,2012-01-01 20:03:53.165576+00:00,2012-01-01 20:03:53.165576+00:00,2012-01-01 20:04:09.857903+00:00,10809
0,W_Beoordelen fraude,2012-01-01 20:04:09.857903+00:00,2012-01-01 20:04:09.857903+00:00,2012-01-01 20:05:57.206280+00:00,10809
0,W_Beoordelen fraude,2012-01-01 20:05:57.206280+00:00,2012-01-01 20:05:57.206280+00:00,2012-01-01 20:08:43.455851+00:00,10809
0,W_Beoordelen fraude,2012-01-01 20:08:43.455851+00:00,2012-01-01 20:08:43.455851+00:00,2012-01-01 20:10:29.534581+00:00,10809
0,W_Beoordelen fraude,2012-01-01 20:10:29.534581+00:00,2012-01-01 20:10:29.534581+00:00,2012-01-01 20:11:26.921944+00:00,10809
0,W_Beoordelen fraude,2012-01-01 20:11:26.921944+00:00,2012-01-01 20:11:26.921944+00:00,2012-01-01 20:14:19.764359+00:00,10809
0,W_Beoordelen fraude,2012-01-01 20:14:19.764359+00:00,2012-01-01 20:14:19.764359+00:00,2012-01-01 20:15:55.696858+00:00,10809
1,W_Beoordelen fraude,2012-01-01 20:26:57.316916+00:00,2012-01-01 20:26:57.316916+00:00,2012-01-01 20:30:05.026561+00:00,10809
1,W_Completeren aanvraag,2012-01-01 20:26:57.316916+00:00,2012-01-01 20:26:57.316916+00:00,2012-01-01 20:27:49.143801+00:00,10609
1,W_Completeren aanvraag,2012-01-01 20:27:49.143801+00:00,2012-01-01 20:27:49.143801+00:00,2012-01-01 20:38:02.817379+00:00,10629
2,W_Completeren aanvraag,2012-01-01 20:28:18.384520+00:00,2012-01-01 20:28:18.384520+00:00,2012-01-01 20:30:15.934213+00:00,10779
2,W_Beoordelen fraude,2012-01-01 20:28:18.384520+00:00,2012-01-01 20:30:05.026561+00:00,2012-01-01 20:31:46.338222+00:00,10809
2,W_Nabellen offertes,2012-01-01 20:30:15.934213+00:00,2012-01-01 20:30:15.934213+00:00,2012-01-01 20:30:24.334844+00:00,10789
2,W_Valideren aanvraag,2012-01-01 20:30:24.334844+00:00,2012-01-01 20:30:24.334844+00:00,2012-01-01 20:31:48.391849+00:00,10125
2,W_Valideren aanvraag,2012-01-01 20:31:48.391849+00:00,2012-01-01 20:31:48.391849+00:00,2012-01-01 20:33:55.601712+00:00,10861
2,W_Valideren aanvraag,2012-01-01 20:33:55.601712+00:00,2012-01-01 20:33:55.601712+00:00,2012-01-01 20:39:55.459182+00:00,10881
3,W_Beoordelen fraude,2012-01-01 20:35:04.685904+00:00,2012-01-01 20:35:04.685904+00:00,2012-01-01 20:38:28.422826+00:00,10809
3,W_Completeren aanvraag,2012-01-01 20:35:04.685904+00:00,2012-01-01 20:35:04.685904+00:00,2012-01-01 20:42:38.620703+00:00,10863
1,W_Nabellen offertes,2012-01-01 20:38:02.817379+00:00,2012-01-01 20:38:02.817379+00:00,2012-01-01 21:20:01.303166+00:00,10889
3,W_Beoordelen fraude,2012-01-01 20:38:28.422826+00:00,2012-01-01 20:38:28.422826+00:00,2012-01-01 20:38:58.042169+00:00,10809
2,W_Valideren aanvraag,2012-01-01 20:39:55.459182+00:00,2012-01-01 20:39:55.459182+00:00,2012-01-01 20:44:10.856611+00:00,10899
2,W_Valideren aanvraag,2012-01-01 20:44:10.856611+00:00,2012-01-01 20:44:10.856611+00:00,2012-01-01 20:46:25.111420+00:00,10909
4,W_Completeren aanvraag,2012-01-01 20:45:50.794434+00:00,2012-01-01 20:45:50.794434+00:00,2012-01-01 20:46:52.681848+00:00,10910
4,W_Beoordelen fraude,2012-01-01 20:45:50.794434+00:00,2012-01-01 20:45:50.794434+00:00,2012-01-01 20:46:12.043244+00:00,10809
5,W_Completeren aanvraag,2012-01-01 20:51:57.331860+00:00,2012-01-01 20:51:57.331860+00:00,2012-01-01 21:45:22.468325+00:00,10912
5,W_Beoordelen fraude,2012-01-01 20:51:57.331860+00:00,2012-01-01 20:51:57.331860+00:00,2012-01-01 20:52:12.541141+00:00,10809
5,W_Beoordelen fraude,2012-01-01 20:52:12.541141+00:00,2012-01-01 20:52:12.541141+00:00,2012-01-01 20:54:21.197887+00:00,10809
6,W_Beoordelen fraude,2012-01-01 20:52:43.183817+00:00,2012-01-01 20:54:21.197887+00:00,2012-01-01 20:56:34.680121+00:00,10809
6,W_Afhandelen leads,2012-01-01 20:52:43.183817+00:00,2012-01-01 20:52:43.183817+00:00,2012-01-01 20:54:33.827651+00:00,10913
6,W_Completeren aanvraag,2012-01-01 20:54:33.827651+00:00,2012-01-01 20:54:33.827651+00:00,2012-01-01 21:01:54.244125+00:00,10914
6,W_Beoordelen fraude,2012-01-01 20:56:34.680121+00:00,2012-01-01 20:56:34.680121+00:00,2012-01-01 20:57:39.579224+00:00,10809
6,W_Beoordelen fraude,2012-01-01 20:57:39.579224+00:00,2012-01-01 20:57:39.579224+00:00,2012-01-01 20:58:43.906926+00:00,10809
7,W_Completeren aanvraag,2012-01-01 20:58:39.687352+00:00,2012-01-01 20:58:39.687352+00:00,2012-01-01 21:28:37.290301+00:00,10929
7,W_Beoordelen fraude,2012-01-01 20:58:39.687352+00:00,2012-01-01 20:58:43.906926+00:00,2012-01-01 20:59:23.686556+00:00,10809
6,W_Beoordelen fraude,2012-01-01 20:58:43.906926+00:00,2012-01-01 20:59:23.686556+00:00,2012-01-01 21:00:07.936014+00:00,10809
6,W_Completeren aanvraag,2012-01-01 21:01:54.244125+00:00,2012-01-01 21:01:54.244125+00:00,2012-01-01 21:28:47.502677+00:00,10931
1,W_Nabellen offertes,2012-01-01 21:20:01.303166+00:00,2012-01-01 21:20:01.303166+00:00,2012-01-02 07:20:35.512796+00:00,10932
6,W_Completeren aanvraag,2012-01-01 21:28:47.502677+00:00,2012-01-01 21:28:47.502677+00:00,2012-01-01 21:29:25.087190+00:00,10933
6,W_Completeren aanvraag,2012-01-01 21:29:25.087190+00:00,2012-01-01 21:29:25.087190+00:00,2012-01-01 21:30:50.821380+00:00,10939
