case_id,activity,enable_time,start_time,end_time,resource
0,W_Completeren aanvraag,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:01:47.481867+00:00,10138
0,W_Beoordelen fraude,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:01:19.151211+00:00,10809
0,W_Nabellen offertes,2012-01-01 20:01:47.481867+00:00,2012-01-01 20:01:47.481867+00:00,2012-01-01 20:02:09.930580+00:00,10609
0,W_Nabellen offertes,2012-01-01 20:02:09.930580+00:00,2012-01-01 20:02:09.930580+00:00,2012-01-01 20:02:34.580751+00:00,10629
1,W_Beoordelen fraude,2012-01-01 20:02:11.024388+00:00,2012-01-01 20:02:11.024388+00:00,2012-01-01 20:03:04.090161+00:00,10809
1,W_Afhandelen leads,2012-01-01 20:02:11.024388+00:00,2012-01-01 20:02:11.024388+00:00,2012-01-01 20:08:06.036532+00:00,10228
0,W_Nabellen offertes,2012-01-01 20:02:34.580751+00:00,2012-01-01 20:02:34.580751+00:00,2012-01-01 20:03:04.472197+00:00,10779
0,W_Nabellen offertes,2012-01-01 20:03:04.472197+00:00,2012-01-01 20:03:04.472197+00:00,2012-01-01 20:03:27.541854+00:00,10789
0,W_Nabellen offertes,2012-01-01 20:03:27.541854+00:00,2012-01-01 20:03:27.541854+00:00,2012-01-01 20:06:03.941642+00:00,10861
0,W_Nabellen offertes,2012-01-01 20:06:03.941642+00:00,2012-01-01 20:06:03.941642+00:00,2012-01-01 20:08:36.983697+00:00,10863
0,W_Nabellen offertes,2012-01-01 20:08:36.983697+00:00,2012-01-01 20:08:36.983697+00:00,2012-01-01 20:15:36.173199+00:00,10881
2,W_Completeren aanvraag,2012-01-01 20:17:39.425203+00:00,2012-01-01 20:17:39.425203+00:00,2012-01-01 20:34:09.154065+00:00,10889
2,W_Beoordelen fraude,2012-01-01 20:17:39.425203+00:00,2012-01-01 20:17:39.425203+00:00,2012-01-01 20:18:04.040272+00:00,10809
2,W_Beoordelen fraude,2012-01-01 20:18:04.040272+00:00,2012-01-01 20:18:04.040272+00:00,2012-01-01 20:18:48.209673+00:00,10809
2,W_Beoordelen fraude,2012-01-01 20:18:48.209673+00:00,2012-01-01 20:18:48.209673+00:00,2012-01-01 20:19:17.316183+00:00,10809
2,W_Completeren aanvraag,2012-01-01 20:34:09.154065+00:00,2012-01-01 20:34:09.154065+00:00,2012-01-01 20:34:09.154065+00:00,10899
3,W_Beoordelen fraude,2012-01-01 20:45:11.507934+00:00,2012-01-01 20:45:11.507934+00:00,2012-01-01 20:45:41.955796+00:00,10809
3,W_Afhandelen leads,2012-01-01 20:45:11.507934+00:00,2012-01-01 20:45:11.507934+00:00,2012-01-01 20:45:11.507934+00:00,10909
3,W_Beoordelen fraude,2012-01-01 20:45:41.955796+00:00,2012-01-01 20:45:41.955796+00:00,2012-01-01 20:45:47.159402+00:00,10809
4,W_Afhandelen leads,2012-01-01 20:54:24.547788+00:00,2012-01-01 20:54:24.547788+00:00,2012-01-01 21:07:25.703617+00:00,10910
4,W_Beoordelen fraude,2012-01-01 20:54:24.547788+00:00,2012-01-01 20:54:24.547788+00:00,2012-01-01 20:54:35.430856+00:00,10809
4,W_Afhandelen leads,2012-01-01 21:07:25.703617+00:00,2012-01-01 21:07:25.703617+00:00,2012-01-01 21:09:50.247645+00:00,10912
4,W_Afhandelen leads,2012-01-01 21:09:50.247645+00:00,2012-01-01 21:09:50.247645+00:00,2012-01-01 21:10:39.978186+00:00,10913
5,W_Beoordelen fraude,2012-01-02 07:00:00.000000+00:00,2012-01-02 07:00:00.000000+00:00,2012-01-02 07:00:46.258912+00:00,10809
5,W_Afhandelen leads,2012-01-02 07:00:00.000000+00:00,2012-01-02 07:00:00.000000+00:00,2012-01-02 07:00:00.000000+00:00,10914
