case_id,activity,enable_time,start_time,end_time,resource
0,W_Completeren aanvraag,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:02:32.647443+00:00,10138
0,W_Beoordelen fraude,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:00:00.000000+00:00,2012-01-01 20:01:02.253145+00:00,10809
1,W_Beoordelen fraude,2012-01-01 20:00:00.354757+00:00,2012-01-01 20:01:02.253145+00:00,2012-01-01 20:01:31.501894+00:00,10809
1,W_Afhandelen leads,2012-01-01 20:00:00.354757+00:00,2012-01-01 20:00:00.354757+00:00,2012-01-01 20:03:18.058162+00:00,10228
0,W_Beoordelen fraude,2012-01-01 20:01:02.253145+00:00,2012-01-01 20:01:31.501894+00:00,2012-01-01 20:01:58.941256+00:00,10809
0,W_Beoordelen fraude,2012-01-01 20:01:58.941256+00:00,2012-01-01 20:01:58.941256+00:00,2012-01-01 20:02:06.705707+00:00,10809
2,W_Afhandelen leads,2012-01-01 20:02:02.178676+00:00,2012-01-01 20:02:02.178676+00:00,2012-01-01 20:02:44.697401+00:00,10609
2,W_Beoordelen fraude,2012-01-01 20:02:02.178676+00:00,2012-01-01 20:02:06.705707+00:00,2012-01-01 20:02:29.314625+00:00,10809
3,W_Completeren aanvraag,2012-01-01 20:05:59.051794+00:00,2012-01-01 20:05:59.051794+00:00,2012-01-01 20:17:18.565143+00:00,10629
3,W_Beoordelen fraude,2012-01-01 20:05:59.051794+00:00,2012-01-01 20:05:59.051794+00:00,2012-01-01 20:07:19.563740+00:00,10809
3,W_Beoordelen fraude,2012-01-01 20:07:19.563740+00:00,2012-01-01 20:07:19.563740+00:00,2012-01-01 20:07:36.335319+00:00,10809
3,W_Beoordelen fraude,2012-01-01 20:07:36.335319+00:00,2012-01-01 20:07:36.335319+00:00,2012-01-01 20:09:05.174763+00:00,10809
3,W_Beoordelen fraude,2012-01-01 20:09:05.174763+00:00,2012-01-01 20:09:05.174763+00:00,2012-01-01 20:09:16.712024+00:00,10809
3,W_Beoordelen fraude,2012-01-01 20:09:16.712024+00:00,2012-01-01 20:09:16.712024+00:00,2012-01-01 20:09:55.511848+00:00,10809
3,W_Beoordelen fraude,2012-01-01 20:09:55.511848+00:00,2012-01-01 20:09:55.511848+00:00,2012-01-01 20:10:06.146128+00:00,10809
3,W_Completeren aanvraag,2012-01-01 20:17:18.565143+00:00,2012-01-01 20:17:18.565143+00:00,2012-01-01 20:19:09.922550+00:00,10779
3,W_Completeren aanvraag,2012-01-01 20:19:09.922550+00:00,2012-01-01 20:19:09.922550+00:00,2012-01-01 20:29:24.870956+00:00,10861
3,W_Nabellen offertes,2012-01-01 20:29:24.870956+00:00,2012-01-01 20:29:24.870956+00:00,2012-01-01 20:29:28.065330+00:00,10789
3,W_Nabellen offertes,2012-01-01 20:29:28.065330+00:00,2012-01-01 20:29:28.065330+00:00,2012-01-01 20:30:32.041733+00:00,10863
3,W_Nabellen offertes,2012-01-01 20:30:32.041733+00:00,2012-01-01 20:30:32.041733+00:00,2012-01-01 20:33:58.417951+00:00,10881
3,W_Nabellen offertes,2012-01-01 20:33:58.417951+00:00,2012-01-01 20:33:58.417951+00:00,2012-01-01 20:35:30.052059+00:00,10889
3,W_Nabellen offertes,2012-01-01 20:35:30.052059+00:00,2012-01-01 20:35:30.052059+00:00,2012-01-01 20:35:46.682280+00:00,10899
3,W_Nabellen offertes,2012-01-01 20:35:46.682280+00:00,2012-01-01 20:35:46.682280+00:00,2012-01-01 20:36:31.239808+00:00,10909
4,W_Beoordelen fraude,2012-01-01 20:42:17.132580+00:00,2012-01-01 20:42:17.132580+00:00,2012-01-01 20:42:55.203469+00:00,10809
4,W_Afhandelen leads,2012-01-01 20:42:17.132580+00:00,2012-01-01 20:42:17.132580+00:00,2012-01-01 20:49:28.875913+00:00,10910
5,W_Beoordelen fraude,2012-01-01 20:48:30.835957+00:00,2012-01-01 20:48:30.835957+00:00,2012-01-01 20:48:38.048603+00:00,10809
5,W_Completeren aanvraag,2012-01-01 20:48:30.835957+00:00,2012-01-01 20:48:30.835957+00:00,2012-01-01 21:21:36.011427+00:00,10912
6,W_Beoordelen fraude,2012-01-02 07:00:00.000001+00:00,2012-01-02 07:00:00.000001+00:00,2012-01-02 07:00:09.118339+00:00,10809
6,W_Completeren aanvraag,2012-01-02 07:00:00.000001+00:00,2012-01-02 07:00:00.000001+00:00,2012-01-02 07:01:49.329073+00:00,10913
6,W_Completeren aanvraag,2012-01-02 07:01:49.329073+00:00,2012-01-02 07:01:49.329073+00:00,2012-01-02 07:08:05.629802+00:00,10914
7,W_Completeren aanvraag,2012-01-02 07:04:09.684293+00:00,2012-01-02 07:04:09.684293+00:00,2012-01-02 07:08:02.204865+00:00,10929
7,W_Beoordelen fraude,2012-01-02 07:04:09.684293+00:00,2012-01-02 07:04:09.684293+00:00,2012-01-02 07:05:48.605985+00:00,10809
8,W_Beoordelen fraude,2012-01-02 07:04:13.806916+00:00,2012-01-02 07:05:48.605985+00:00,2012-01-02 07:06:14.945338+00:00,10809
8,W_Completeren aanvraag,2012-01-02 07:04:13.806916+00:00,2012-01-02 07:04:13.806916+00:00,2012-01-02 07:49:45.906916+00:00,10931
8,W_Beoordelen fraude,2012-01-02 07:06:14.945338+00:00,2012-01-02 07:06:14.945338+00:00,2012-01-02 07:07:02.407366+00:00,10809
7,W_Completeren aanvraag,2012-01-02 07:08:02.204865+00:00,2012-01-02 07:08:02.204865+00:00,2012-01-02 07:16:22.673940+00:00,10932
6,W_Nabellen offertes,2012-01-02 07:08:05.629802+00:00,2012-01-02 07:08:05.629802+00:00,2012-01-02 07:10:41.147763+00:00,10933
6,W_Nabellen offertes,2012-01-02 07:10:41.147763+00:00,2012-01-02 07:10:41.147763+00:00,2012-01-02 07:11:57.953200+00:00,10939
6,W_Valideren aanvraag,2012-01-02 07:11:57.953200+00:00,2012-01-02 07:11:57.953200+00:00,2012-01-02 07:12:55.896336+00:00,10125
6,W_Valideren aanvraag,2012-01-02 07:12:55.896336+00:00,2012-01-02 07:12:55.896336+00:00,2012-01-02 08:31:09.739635+00:00,10972
9,W_Beoordelen fraude,2012-01-02 07:15:43.981189+00:00,2012-01-02 07:15:43.981189+00:00,2012-01-02 07:17:05.780380+00:00,10809
9,W_Afhandelen leads,2012-01-02 07:15:43.981189+00:00,2012-01-02 07:15:43.981189+00:00,2012-01-02 07:17:11.105076+00:00,10982
10,W_Afhandelen leads,2012-01-02 07:16:09.292755+00:00,2012-01-02 07:16:09.292755+00:00,2012-01-02 07:17:47.814855+00:00,11000
10,W_Beoordelen fraude,2012-01-02 07:16:09.292755+00:00,2012-01-02 07:17:05.780380+00:00,2012-01-02 07:18:12.176988+00:00,10809
7,W_Nabellen offertes,2012-01-02 07:16:22.673940+00:00,2012-01-02 07:16:22.673940+00:00,2012-01-02 07:21:00.584940+00:00,11001
9,W_Beoordelen fraude,2012-01-02 07:17:05.780380+00:00,2012-01-02 07:18:12.176988+00:00,2012-01-02 07:20:35.872685+00:00,10809
9,W_Completeren aanvraag,2012-01-02 07:17:11.105076+00:00,2012-01-02 07:17:11.105076+00:00,2012-01-02 07:56:24.343559+00:00,11002
10,W_Beoordelen fraude,2012-01-02 07:18:12.176988+00:00,2012-01-02 07:20:35.872685+00:00,2012-01-02 07:23:12.771432+00:00,10809
9,W_Beoordelen fraude,2012-01-02 07:20:35.872685+00:00,2012-01-02 07:23:12.771432+00:00,2012-01-02 07:23:16.524114+00:00,10809
7,W_Nabellen offertes,2012-01-02 07:21:00.584940+00:00,2012-01-02 07:21:00.584940+00:00,2012-01-02 07:23:24.870999+00:00,11003
