case_id,activity,enable_time,start_time,end_time,resource
0,W_Complete application,2017-01-01 08:00:00.000000+00:00,2017-01-01 08:00:00.000000+00:00,2017-01-01 08:01:12.161198+00:00,User_10
0,W_Call after offers,2017-01-01 08:01:12.161198+00:00,2017-01-01 08:01:12.161198+00:00,2017-01-01 08:01:20.161198+00:00,User_100
0,W_Call after offers,2017-01-01 08:01:20.161198+00:00,2017-01-01 08:01:20.161198+00:00,2017-01-01 08:01:25.161198+00:00,User_102
1,W_Complete application,2017-01-01 08:09:18.743742+00:00,2017-01-01 08:09:18.743742+00:00,2017-01-01 08:14:10.439343+00:00,User_107
2,W_Complete application,2017-01-01 08:09:30.717937+00:00,2017-01-01 08:09:30.717937+00:00,2017-01-01 08:26:22.522355+00:00,User_109
3,W_Complete application,2017-01-01 08:09:32.408713+00:00,2017-01-01 08:09:32.408713+00:00,2017-01-01 08:13:17.010551+00:00,User_11
3,W_Complete application,2017-01-01 08:13:17.010551+00:00,2017-01-01 08:13:17.010551+00:00,2017-01-01 08:20:23.660430+00:00,User_12
1,W_Call after offers,2017-01-01 08:14:10.439343+00:00,2017-01-01 08:14:10.439343+00:00,2017-01-01 08:14:21.629238+00:00,User_13
1,W_Validate application,2017-01-01 08:14:21.629238+00:00,2017-01-01 08:14:21.629238+00:00,2017-01-01 08:14:42.922404+00:00,User_101
1,W_Validate application,2017-01-01 08:14:42.922404+00:00,2017-01-01 08:14:42.922404+00:00,2017-01-01 08:18:00.007892+00:00,User_112
4,W_Complete application,2017-01-01 08:15:54.056320+00:00,2017-01-01 08:15:54.056320+00:00,2017-01-01 08:17:10.056320+00:00,User_132
4,W_Complete application,2017-01-01 08:17:10.056320+00:00,2017-01-01 08:17:10.056320+00:00,2017-01-01 08:17:11.138492+00:00,User_14
4,W_Complete application,2017-01-01 08:17:11.138492+00:00,2017-01-01 08:17:11.138492+00:00,2017-01-01 08:20:53.362582+00:00,User_141
5,W_Complete application,2017-01-01 08:17:50.817780+00:00,2017-01-01 08:17:50.817780+00:00,2017-01-01 08:18:40.321585+00:00,User_142
1,W_Validate application,2017-01-01 08:18:00.007892+00:00,2017-01-01 08:18:00.007892+00:00,2017-01-01 08:20:24.278663+00:00,User_113
5,W_Complete application,2017-01-01 08:18:40.321585+00:00,2017-01-01 08:18:40.321585+00:00,2017-01-01 08:20:35.321585+00:00,User_143
6,W_Complete application,2017-01-01 08:18:53.220348+00:00,2017-01-01 08:18:53.220348+00:00,2017-01-01 08:21:07.276368+00:00,User_15
7,W_Complete application,2017-01-01 08:18:57.845276+00:00,2017-01-01 08:18:57.845276+00:00,2017-01-01 08:19:29.258518+00:00,User_16
7,W_Call after offers,2017-01-01 08:19:29.258518+00:00,2017-01-01 08:19:29.258518+00:00,2017-01-01 08:19:35.258518+00:00,User_138
7,W_Call after offers,2017-01-01 08:19:35.258518+00:00,2017-01-01 08:19:35.258518+00:00,2017-01-01 08:20:58.258518+00:00,User_144
