case_id,activity,enable_time,start_time,end_time,resource
0,W_Complete application,2017-01-01 08:00:00.000000+00:00,2017-01-01 08:00:00.000000+00:00,2017-01-01 08:03:34.919320+00:00,User_10
0,W_Complete application,2017-01-01 08:03:34.919320+00:00,2017-01-01 08:03:34.919320+00:00,2017-01-01 08:12:04.944347+00:00,User_100
1,W_Complete application,2017-01-01 08:05:56.946779+00:00,2017-01-01 08:05:56.946779+00:00,2017-01-01 08:18:49.946779+00:00,User_102
0,W_Complete application,2017-01-01 08:12:04.944347+00:00,2017-01-01 08:12:04.944347+00:00,2017-01-01 08:17:07.453708+00:00,User_107
0,W_Call after offers,2017-01-01 08:17:07.453708+00:00,2017-01-01 08:17:07.453708+00:00,2017-01-01 08:17:14.294703+00:00,User_109
0,W_Call after offers,2017-01-01 08:17:14.294703+00:00,2017-01-01 08:17:14.294703+00:00,2017-01-01 08:18:48.066854+00:00,User_11
0,W_Call after offers,2017-01-01 08:18:48.066854+00:00,2017-01-01 08:18:48.066854+00:00,2017-01-01 08:21:12.334670+00:00,User_12
1,W_Call after offers,2017-01-01 08:18:49.946779+00:00,2017-01-01 08:18:49.946779+00:00,2017-01-01 08:21:10.074949+00:00,User_13
1,W_Validate application,2017-01-01 08:21:10.074949+00:00,2017-01-01 08:21:10.074949+00:00,2017-01-01 08:21:41.624310+00:00,User_101
1,W_Call incomplete files,2017-01-01 08:21:41.624310+00:00,2017-01-01 08:21:41.624310+00:00,2017-01-01 08:21:52.964491+00:00,User_112
1,W_Call incomplete files,2017-01-01 08:21:52.964491+00:00,2017-01-01 08:21:52.964491+00:00,2017-01-01 08:28:57.705079+00:00,User_113
1,W_Call incomplete files,2017-01-01 08:28:57.705079+00:00,2017-01-01 08:28:57.705079+00:00,2017-01-01 08:30:52.694891+00:00,User_118
1,W_Call incomplete files,2017-01-01 08:30:52.694891+00:00,2017-01-01 08:30:52.694891+00:00,2017-01-01 08:31:03.694891+00:00,User_119
1,W_Call incomplete files,2017-01-01 08:31:03.694891+00:00,2017-01-01 08:31:03.694891+00:00,2017-01-01 08:31:19.257500+00:00,User_121
1,W_Call incomplete files,2017-01-01 08:31:19.257500+00:00,2017-01-01 08:31:19.257500+00:00,2017-01-01 08:33:02.514339+00:00,User_122
2,W_Complete application,2017-01-01 08:36:39.418087+00:00,2017-01-01 08:36:39.418087+00:00,2017-01-01 08:37:55.418087+00:00,User_132
3,W_Complete application,2017-01-01 08:37:47.309515+00:00,2017-01-01 08:37:47.309515+00:00,2017-01-01 08:40:19.907668+00:00,User_14
2,W_Call after offers,2017-01-01 08:37:55.418087+00:00,2017-01-01 08:37:55.418087+00:00,2017-01-01 08:38:01.418087+00:00,User_138
2,W_Validate application,2017-01-01 08:38:01.418087+00:00,2017-01-01 08:38:01.418087+00:00,2017-01-01 08:39:19.387776+00:00,User_117
3,W_Call after offers,2017-01-01 08:40:19.907668+00:00,2017-01-01 08:40:19.907668+00:00,2017-01-01 08:40:33.048181+00:00,User_141
3,W_Call after offers,2017-01-01 08:40:33.048181+00:00,2017-01-01 08:40:33.048181+00:00,2017-01-01 08:41:56.048181+00:00,User_144
3,W_Call after offers,2017-01-01 08:41:56.048181+00:00,2017-01-01 08:41:56.048181+00:00,2017-01-01 08:42:58.836158+00:00,User_15
3,W_Validate application,2017-01-01 08:42:58.836158+00:00,2017-01-01 08:42:58.836158+00:00,2017-01-01 08:46:54.772244+00:00,User_124
3,W_Validate application,2017-01-01 08:46:54.772244+00:00,2017-01-01 08:46:54.772244+00:00,2017-01-01 08:47:34.718583+00:00,User_125
4,W_Complete application,2017-01-01 09:02:42.838780+00:00,2017-01-01 09:02:42.838780+00:00,2017-01-01 09:04:17.195129+00:00,User_142
4,W_Call after offers,2017-01-01 09:04:17.195129+00:00,2017-01-01 09:04:17.195129+00:00,2017-01-01 09:04:25.845217+00:00,User_16
4,W_Call after offers,2017-01-01 09:04:25.845217+00:00,2017-01-01 09:04:25.845217+00:00,2017-01-01 09:13:40.793066+00:00,User_17
5,W_Complete application,2017-01-01 09:04:44.387135+00:00,2017-01-01 09:04:44.387135+00:00,2017-01-01 09:06:39.387135+00:00,User_143
