case_id,activity,enable_time,start_time,end_time,resource
0,W_Complete application,2017-01-01 08:00:00.000000+00:00,2017-01-01 08:00:00.000000+00:00,2017-01-01 08:04:43.550249+00:00,User_10
0,W_Call after offers,2017-01-01 08:04:43.550249+00:00,2017-01-01 08:04:43.550249+00:00,2017-01-01 08:04:51.550249+00:00,User_100
0,W_Validate application,2017-01-01 08:04:51.550249+00:00,2017-01-01 08:04:51.550249+00:00,2017-01-01 08:05:28.836126+00:00,User_101
0,W_Call incomplete files,2017-01-01 08:05:28.836126+00:00,2017-01-01 08:05:28.836126+00:00,2017-01-01 08:05:53.442540+00:00,User_102
0,W_Call incomplete files,2017-01-01 08:05:53.442540+00:00,2017-01-01 08:05:53.442540+00:00,2017-01-01 08:06:13.600789+00:00,User_107
0,W_Call incomplete files,2017-01-01 08:06:13.600789+00:00,2017-01-01 08:06:13.600789+00:00,2017-01-01 08:06:45.316609+00:00,User_109
0,W_Call incomplete files,2017-01-01 08:06:45.316609+00:00,2017-01-01 08:06:45.316609+00:00,2017-01-01 08:13:34.962186+00:00,User_11
0,W_Call incomplete files,2017-01-01 08:13:34.962186+00:00,2017-01-01 08:13:34.962186+00:00,2017-01-01 08:17:13.499592+00:00,User_112
1,W_Complete application,2017-01-01 08:34:32.476518+00:00,2017-01-01 08:34:32.476518+00:00,2017-01-01 08:35:08.801575+00:00,User_12
1,W_Call after offers,2017-01-01 08:35:08.801575+00:00,2017-01-01 08:35:08.801575+00:00,2017-01-01 08:42:50.142266+00:00,User_13
1,W_Validate application,2017-01-01 08:42:50.142266+00:00,2017-01-01 08:42:50.142266+00:00,2017-01-01 08:45:33.304103+00:00,User_113
2,W_Handle leads,2017-01-01 08:45:31.649061+00:00,2017-01-01 08:45:31.649061+00:00,2017-01-01 08:45:54.452303+00:00,User_14
1,W_Validate application,2017-01-01 08:45:33.304103+00:00,2017-01-01 08:45:33.304103+00:00,2017-01-01 08:50:19.055773+00:00,User_117
2,W_Complete application,2017-01-01 08:45:54.452303+00:00,2017-01-01 08:45:54.452303+00:00,2017-01-01 08:47:10.452303+00:00,User_132
2,W_Call after offers,2017-01-01 08:47:10.452303+00:00,2017-01-01 08:47:10.452303+00:00,2017-01-01 08:47:16.452303+00:00,User_138
2,W_Validate application,2017-01-01 08:47:16.452303+00:00,2017-01-01 08:47:16.452303+00:00,2017-01-01 08:50:16.660411+00:00,User_118
1,W_Call incomplete files,2017-01-01 08:50:19.055773+00:00,2017-01-01 08:50:19.055773+00:00,2017-01-01 08:50:30.055773+00:00,User_119
1,W_Call incomplete files,2017-01-01 08:50:30.055773+00:00,2017-01-01 08:50:30.055773+00:00,2017-01-01 08:52:17.088561+00:00,User_121
1,W_Call incomplete files,2017-01-01 08:52:17.088561+00:00,2017-01-01 08:52:17.088561+00:00,2017-01-01 08:54:06.160494+00:00,User_122
3,W_Handle leads,2017-01-01 08:55:23.195569+00:00,2017-01-01 08:55:23.195569+00:00,2017-01-01 08:57:21.362416+00:00,User_142
3,W_Complete application,2017-01-01 08:57:21.362416+00:00,2017-01-01 08:57:21.362416+00:00,2017-01-01 08:59:45.261677+00:00,User_141
3,W_Complete application,2017-01-01 08:59:45.261677+00:00,2017-01-01 08:59:45.261677+00:00,2017-01-01 09:01:40.261677+00:00,User_143
3,W_Call after offers,2017-01-01 09:01:40.261677+00:00,2017-01-01 09:01:40.261677+00:00,2017-01-01 09:03:03.261677+00:00,User_144
3,W_Call after offers,2017-01-01 09:03:03.261677+00:00,2017-01-01 09:03:03.261677+00:00,2017-01-01 09:04:36.453613+00:00,User_15
3,W_Validate application,2017-01-01 09:04:36.453613+00:00,2017-01-01 09:04:36.453613+00:00,2017-01-01 09:06:39.216447+00:00,User_124
3,W_Call incomplete files,2017-01-01 09:06:39.216447+00:00,2017-01-01 09:06:39.216447+00:00,2017-01-01 09:06:46.024740+00:00,User_125
3,W_Call incomplete files,2017-01-01 09:06:46.024740+00:00,2017-01-01 09:06:46.024740+00:00,2017-01-01 09:07:24.108660+00:00,User_127
3,W_Call incomplete files,2017-01-01 09:07:24.108660+00:00,2017-01-01 09:07:24.108660+00:00,2017-01-02 04:25:05.986510+00:00,User_128
4,W_Complete application,2017-01-01 09:13:19.587881+00:00,2017-01-01 09:13:19.587881+00:00,2017-01-01 09:13:24.074218+00:00,User_16
4,W_Complete application,2017-01-01 09:13:24.074218+00:00,2017-01-01 09:13:24.074218+00:00,2017-01-01 09:13:52.041077+00:00,User_17
4,W_Complete application,2017-01-01 09:13:52.041077+00:00,2017-01-01 09:13:52.041077+00:00,2017-01-01 09:14:46.173920+00:00,User_18
4,W_Complete application,2017-01-01 09:14:46.173920+00:00,2017-01-01 09:14:46.173920+00:00,2017-01-01 09:17:52.132638+00:00,User_19
4,W_Call after offers,2017-01-01 09:17:52.132638+00:00,2017-01-01 09:17:52.132638+00:00,2017-01-01 09:19:40.074214+00:00,User_2
5,W_Complete application,2017-01-01 09:18:00.035164+00:00,2017-01-01 09:18:00.035164+00:00,2017-01-01 09:42:23.467710+00:00,User_21
4,W_Call after offers,2017-01-01 09:19:40.074214+00:00,2017-01-01 09:19:40.074214+00:00,2017-01-01 09:29:13.350998+00:00,User_23
4,W_Call after offers,2017-01-01 09:29:13.350998+00:00,2017-01-01 09:29:13.350998+00:00,2017-01-01 09:29:42.170610+00:00,User_24
6,W_Complete application,2017-01-01 09:29:14.524144+00:00,2017-01-01 09:29:14.524144+00:00,2017-01-01 12:27:21.934970+00:00,User_25
4,W_Call after offers,2017-01-01 09:29:42.170610+00:00,2017-01-01 09:29:42.170610+00:00,2017-01-01 09:32:16.928681+00:00,User_26
4,W_Call after offers,2017-01-01 09:32:16.928681+00:00,2017-01-01 09:32:16.928681+00:00,2017-01-01 09:34:48.485541+00:00,User_27
4,W_Call after offers,2017-01-01 09:34:48.485541+00:00,2017-01-01 09:34:48.485541+00:00,2017-01-01 09:34:58.569550+00:00,User_28
4,W_Validate application,2017-01-01 09:34:58.569550+00:00,2017-01-01 09:34:58.569550+00:00,2017-01-01 11:44:34.569550+00:00,User_130
5,W_Call after offers,2017-01-01 09:42:23.467710+00:00,2017-01-01 09:42:23.467710+00:00,2017-01-01 09:42:28.690019+00:00,User_29
7,W_Complete application,2017-01-01 09:52:40.708761+00:00,2017-01-01 09:52:40.708761+00:00,2017-01-01 09:54:18.709063+00:00,User_3
7,W_Call after offers,2017-01-01 09:54:18.709063+00:00,2017-01-01 09:54:18.709063+00:00,2017-01-01 09:54:26.084683+00:00,User_30
7,W_Call after offers,2017-01-01 09:54:26.084683+00:00,2017-01-01 09:54:26.084683+00:00,2017-01-01 09:54:51.236907+00:00,User_31
7,W_Validate application,2017-01-01 09:54:51.236907+00:00,2017-01-01 09:54:51.236907+00:00,2017-01-01 10:03:41.476367+00:00,User_131
8,W_Complete application,2017-01-01 10:00:49.407374+00:00,2017-01-01 10:00:49.407374+00:00,2017-01-01 10:18:46.299874+00:00,User_32
9,W_Complete application,2017-01-01 10:01:47.580718+00:00,2017-01-01 10:01:47.580718+00:00,2017-01-01 10:05:03.876675+00:00,User_33
7,W_Validate application,2017-01-01 10:03:41.476367+00:00,2017-01-01 10:03:41.476367+00:00,2017-01-01 10:06:24.282768+00:00,User_133
9,W_Call after offers,2017-01-01 10:05:03.876675+00:00,2017-01-01 10:05:03.876675+00:00,2017-01-01 10:15:22.894800+00:00,User_35
7,W_Validate application,2017-01-01 10:06:24.282768+00:00,2017-01-01 10:06:24.282768+00:00,2017-01-01 10:18:27.282768+00:00,User_136
9,W_Call after offers,2017-01-01 10:15:22.894800+00:00,2017-01-01 10:15:22.894800+00:00,2017-01-01 10:22:14.370464+00:00,User_36
7,W_Call incomplete files,2017-01-01 10:18:27.282768+00:00,2017-01-01 10:18:27.282768+00:00,2017-01-01 10:18:57.782449+00:00,User_139
8,W_Call after offers,2017-01-01 10:18:46.299874+00:00,2017-01-01 10:18:46.299874+00:00,2017-01-01 10:21:07.002038+00:00,User_37
10,W_Complete application,2017-01-01 10:18:59.841311+00:00,2017-01-01 10:18:59.841311+00:00,2017-01-01 10:21:12.401799+00:00,User_38
11,W_Complete application,2017-01-01 10:19:34.555592+00:00,2017-01-01 10:19:34.555592+00:00,2017-01-01 10:32:20.406722+00:00,User_39
