dataset,seed,n_samples,group,ST,ST_conf
2017,100,64,Arrival Calendar,0.22214462554222678,0.24852538862042936
2017,100,64,Arrival Distribution,0.1040750314010518,0.059508798609137825
2017,100,64,Resource Calendars,0.9348348476216837,0.306025872448421
2017,100,64,Resource Numbers,0.0538250775974819,0.03618279079963631
2017,100,64,Tasks and Resources Distributions,0.008909216611241628,0.009139934955391157
2017,200,64,Arrival Calendar,0.11158193589203673,0.09224718775871449
2017,200,64,Arrival Distribution,0.13923012412505206,0.17343521729315295
2017,200,64,Resource Calendars,1.0448015305826417,0.39603251289559327
2017,200,64,Resource Numbers,0.01712065987298806,0.016135726041722333
2017,200,64,Tasks and Resources Distributions,0.0029798386690848694,0.004304757635013573
2017,300,64,Arrival Calendar,0.15855865868368804,0.1134340658168598
2017,300,64,Arrival Distribution,0.14649638956554806,0.10829032679150283
2017,300,64,Resource Calendars,1.1221471060200636,0.4961465275380658
2017,300,64,Resource Numbers,0.03990291085144029,0.030404191254535706
2017,300,64,Tasks and Resources Distributions,0.013923969950406756,0.01965408325241705
